Listing Office - Office Name,Address,City,Property Type,County,Bedrooms - Total,Baths - Total,SqFtTotFn,DOM,Price - Closed,Price - List, Price - Original , Tax - Gross Amount ,Lot - Acres,Year Built,Rooms - Total,Garage Capacity,Basement
Coldwell Banker LIFESTYLES,15 Misery Mountain,Croydon,Single Family,NH-Sullivan,3,2,1152,259, 156500, 162450,168500,2266,76,1988,6,1,Yes
Century 21 Shepard & Flint Realty,45 Loverin Hill Rd,Croydon,Single Family,NH-Sullivan,2,2,1248,37, 145000, 148000,149500,1927,13,1984,6,0,Yes
Vanessa Stone Real Estate,13 Camel Hump Road,Croydon,Single Family,NH-Sullivan,2,2,1178,50, 120000, 125000,125000,1568,25,1986,5,2,No
Harbor Light Realty,15 Richards Rd,Croydon,Single Family,NH-Sullivan,3,2,1250,44, 180000, 195000,195000,2499,59,2005,5,1,Yes
Coldwell Banker Homes Unlimited,88 Fletcher Rd,Croydon,Single Family,NH-Sullivan,3,4,3000,92, 227500, 236900,249900,4200,36,2000,11,2,Yes
Coldwell Banker LIFESTYLES - Grantham,138 Brighton Rd,Croydon,Single Family,NH-Sullivan,3,2,1437,43, 235000, 249000,249000,3232,863,2005,6,2,No
Cushing Real Estate,145 Croydon Turnpike,Croydon,Single Family,NH-Sullivan,4,2,2376,41, 80000, 149000,149000,3856,7,1970,7,2,Yes
Century 21 Shepard & Flint Realty,91 Pine Hill Rd,Croydon,Single Family,NH-Sullivan,3,2,1445,80, 140000, 153900,153900,3050,33,1985,6,2,Yes
Century 21 Highview Realty,127 bouldervale,Croydon,Single Family,NH-Sullivan,2,2,1513,4, 131000, 124900,124900,3306,509,1987,5,2,Yes
Coldwell Banker LIFESTYLES - Sunapee,28 Winter Street,Croydon,Single Family,NH-Sullivan,4,2,1709,144, 210000, 229000,249000,2686,1,2007,7,2,Yes
Ideal Properties,121 Croydon Brook Road,Croydon,Single Family,NH-Sullivan,3,1,1457,229, 139900, 149900,153000,1737,07,1965,7,0,Yes
Coldwell Banker LIFESTYLES,113 Bouldervale,Croydon,Single Family,NH-Sullivan,3,2,1806,108, 206500, 219000,229000,4587,435,1980,7,2,No
Ideal Properties,61 Ledge Road,Croydon,Single Family,NH-Sullivan,1,1,435,6, 44000, 44000,44000,1420,054,1980,2,0,No
Keller Williams Coastal Realty,46 Winter Road,Croydon,Single Family,NH-Sullivan,4,2,1202,0, 44189, 47400,47400,2417,2,1970,6,1,Yes
Ideal Properties,123 South Beach Drive,Croydon,Single Family,NH-Sullivan,3,2,1638,215, 210000, 239000,239000,2981,219,2007,6,0,Yes
Coldwell Banker LIFESTYLES - Sunapee,121 Fletcher Road,Croydon,Single Family,NH-Sullivan,2,2,1822,157, 250000, 325000,325000,2385,138,2014,6,0,Yes
Coldwell Banker LIFESTYLES,124 Brighton Road,Croydon,Single Family,NH-Sullivan,3,4,2354,145, 257000, 299000,299000,3706,1078,2000,9,2,Yes
Coldwell Banker LIFESTYLES - Sunapee,78 Reeds Mills Rd,Croydon,Single Family,NH-Sullivan,3,2,1920,163, 140000, 169900,174500,2089,117,1978,6,0,Yes
Bergeron`s Houses to Homes,7 LA Whipple Drive,Croydon,Single Family,NH-Sullivan,3,2,2282,3, 242000, 249000,249000,3109,303,2002,7,2,Yes
Coldwell Banker LIFESTYLES,334 Route 10,Croydon,Single Family,NH-Sullivan,3,2,2465,135, 325000, 325000,355000,3884,55,2005,10,2,No
"CG Shepherd Realty, LLC",807 NH Route 10,Croydon,Single Family,NH-Sullivan,2,1,1534,32, 199000, 204000,204000,2625,186,1999,5,2,Yes
Century 21 Highview Realty,21 Melody Lane,Croydon,Single Family,NH-Sullivan,2,2,1501,53, 86700, 104900,109900,1926,3,1970,4,2,Yes
Coldwell Banker Homes Unlimited,104 Old Springfield Rd,Croydon,Single Family,NH-Sullivan,3,2,1472,90, 142000, 144900,54900,2278,22,1991,8,0,Yes
Bean Group / Bedford,100 Hayward Road,Croydon,Single Family,NH-Sullivan,2,1,1080,5, 199000, 210000,210000,2184,84,1985,5,4,No
Bergeron`s Houses to Homes,13 Indian Point Rd,Croydon,Single Family,NH-Sullivan,2,1,1092,182, 166500, 174500,174500,2457,053,2008,6,0,Yes
Real Home Services and Solutions,449 Pine Hill Road,Croydon,Single Family,NH-Sullivan,3,1,1232,121, 52549, 55400,95400,1696,9,1985,5,0,No
Bean Group / Bedford,38 Brighton Lane,Croydon,Single Family,NH-Sullivan,2,2,1450,74, 225000, 219900,229000,3088,57,2004,6,2,Yes
"CG Shepherd Realty, LLC",136 Croydon Turnpike,Croydon,Single Family,NH-Sullivan,1,1,720,12, 102000, 115000,115000,2028,1,1966,4,2,Yes
Coldwell Banker LIFESTYLES - Warner,91 Pine Hill Road,Croydon,Single Family,NH-Sullivan,3,2,1445,16, 160000, 162000,1,2729,33,1985,6,2,Yes
"CG Shepherd Realty, LLC",874 NH Route 10N,Croydon,Single Family,NH-Sullivan,3,2,2160,147, 204500, 224900,229900,3519,248,1986,6,2,Yes
"CG Shepherd Realty, LLC",69 New Aldrich Road,Grantham,Single Family,NH-Sullivan,3,2,3446,1063, 305000, 330000,499999,6633,227,2002,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,9 Walton Heath Drive,Grantham,Single Family,NH-Sullivan,3,3,2513,762, 307000, 329000,399000,6635,069,1987,8,2,No
Coldwell Banker LIFESTYLES - Grantham,6 Bay Tree Lane,Grantham,Condo,NH-Sullivan,2,2,1238,1364, 105000, 129000,204900,3975,0,1981,6,0,Yes
Coldwell Banker LIFESTYLES - Grantham,33 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,2,1863,770, 102000, 179000,275000,5750,112,1980,9,2,No
"CG Shepherd Realty, LLC",609 Otter Road,Grantham,Condo,NH-Sullivan,4,4,2494,1052, 226000, 259000,297000,5352,0,1983,9,0,Yes
"CG Shepherd Realty, LLC",2 HILLTOP PLACE,Grantham,Single Family,NH-Sullivan,3,4,3093,774, 450000, 499000,980000,9369,607,1999,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,5 Pioneer Point,Grantham,Condo,NH-Sullivan,2,3,1133,709, 179000, 209000,232900,3381,0,1976,5,0,Yes
"CG Shepherd Realty, LLC",9 Bonnie Brae,Grantham,Single Family,NH-Sullivan,3,2,1485,791, 162000, 169900,253900,4159,119,1985,9,2,Yes
"CG Shepherd Realty, LLC",57 Anderson Pond Road,Grantham,Single Family,NH-Sullivan,3,3,2603,675, 440000, 475000,525000,8725,074,1994,8,2,No
Coldwell Banker LIFESTYLES - Grantham,13/15 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,3,2123,533, 280000, 299900,348900,6441,131,1986,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,23 Troon Drive,Grantham,Single Family,NH-Sullivan,3,3,2397,652, 277250, 299500,349900,6030,143,1973,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,19 Bay Tree Lane,Grantham,Condo,NH-Sullivan,2,2,1100,465, 175000, 179900,219000,2896,0,1981,6,0,No
Coldwell Banker LIFESTYLES - Grantham,16 Barn Owl Overlook,Grantham,Single Family,NH-Sullivan,3,3,1870,651, 188200, 199900,244900,4614,041,1977,6,2,No
Four Seasons Sotheby`s Int`l Realty/NL,56 Pleasant Drive,Grantham,Condo,NH-Sullivan,3,2,1521,1246, 187000, 199900,240000,4616,0,1979,6,0,No
Bean Group / Bedford,3 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,3,2031,491, 207500, 215000,255000,5921,05,1978,9,1,Yes
Coldwell Banker LIFESTYLES - Grantham,44 Barn Owl Overlook,Grantham,Condo,NH-Sullivan,3,3,2489,1011, 219500, 249980,279900,6429,0,1989,8,0,Yes
"CG Shepherd Realty, LLC",37 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,5,4058,301, 575000, 599000,599000,11529,118,1991,12,2,Yes
Coldwell Banker LIFESTYLES - Grantham,16 Shore Road,Grantham,Single Family,NH-Sullivan,3,3,3142,406, 422500, 449000,449850,9080,147,2000,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,10 Trillium,Grantham,Single Family,NH-Sullivan,4,3,1842,345, 190000, 197500,225000,5008,114,1972,8,1,Yes
"CG Shepherd Realty, LLC",45 HUMMINGBIRD HILL,Grantham,Single Family,NH-Sullivan,4,3,1602,298, 194000, 217500,229000,4000,067,1974,7,2,No
RE/MAX Upper Valley/Hanover,485 New Aldrich Road Lot 11,Grantham,Single Family,NH-Sullivan,4,3,3200,556, 386000, 386000,349000, -   ,835,2011,8,3,Yes
RE/MAX Upper Valley,48 Troon,Grantham,Single Family,NH-Sullivan,3,2,1440,248, 115000, 119999,139000,3071,064,1975,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,49 Black Duck Spur,Grantham,Condo,NH-Sullivan,3,2,1238,311, 100000, 119900,139900,3616,0,1979,6,0,No
"CG Shepherd Realty, LLC",6 Pleasant Drive,Grantham,Condo,NH-Sullivan,2,2,1693,440, 119000, 119500,176900,4040,0,1979,7,0,Yes
Four Seasons Sotheby`s Int`l Realty/NL,21 Highwood Way,Grantham,Single Family,NH-Sullivan,3,3,3300,236, 445000, 475000,579000,9043,69,1990,12,2,Yes
Coldwell Banker LIFESTYLES - Grantham,817 Covered Bridge Lane,Grantham,Condo,NH-Sullivan,4,3,2494,312, 205000, 248950,270000,5639,0,1986,10,0,Yes
"CG Shepherd Realty, LLC",26 ROBIN LANE,Grantham,Single Family,NH-Sullivan,3,2,1521,153, 185000, 199000,208999,4056,055,1988,5,2,Yes
"CG Shepherd Realty, LLC",132 Miller Pond Road,Grantham,Single Family,NH-Sullivan,3,1,864,618, 53200, 99000,118000,2679,33,1976,5,2,No
Coldwell Banker LIFESTYLES - Grantham,621 Otter Road,Grantham,Condo,NH-Sullivan,3,3,1898,362, 167500, 199900,234900,4191,0,1984,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,63 Fairway Drive,Grantham,Single Family,NH-Sullivan,3,3,2185,234, 265000, 289000,299000,6113,061,1987,9,1,No
Century 21 Energy Shield Realty/Lebanon,11 Deer Run,Grantham,Single Family,NH-Sullivan,3,2,1404,95, 99000, 89900,110900,3623,101,1978,6,0,No
Coldwell Banker LIFESTYLES - Grantham,72 Troon Drive,Grantham,Single Family,NH-Sullivan,3,3,1836,106, 266000, 308500,308500,5546,075,1993,9,2,Yes
RE/MAX Upper Valley/Hanover,00 Stocker Pond Road,Grantham,Single Family,NH-Sullivan,3,3,1800,6, 270000, 270000,270000,1000,13,2011,6,2,Yes
Coldwell Banker LIFESTYLES - Grantham,34 Barn Owl Overlook,Grantham,Condo,NH-Sullivan,3,3,2489,11, 225000, 239000,239000,6069,0,1989,8,0,Yes
RE/MAX Upper Valley/Hanover,00 Rawson Ridge,Grantham,Single Family,NH-Sullivan,4,3,1680,153, 290300, 279000,299000, -   ,516,2011,8,2,Yes
Century 21 Highview Realty,29 Summit Drive,Grantham,Single Family,NH-Sullivan,3,2,1738,20, 162500, 164900,164900,4053,054,1987,8,1,Yes
"CG Shepherd Realty, LLC",42 Pleasant Drive,Grantham,Condo,NH-Sullivan,3,2,1469,244, 128999, 128999,169000,4189,0,1979,7,0,No
Coldwell Banker LIFESTYLES - Grantham,67 Pintail Knob,Grantham,Condo,NH-Sullivan,2,2,1238,73, 125000, 134000,134000,3598,0,1979,6,0,No
Century 21 Energy Shield Realty/Lebanon,7 General Ct,Grantham,Condo,NH-Sullivan,3,3,2018,54, 124900, 124900,145500,3504,0,2002,7,2,Yes
Real Home Services and Solutions,72 High Pond Road,Grantham,Single Family,NH-Sullivan,3,3,2205,62, 225199, 242500,262500,7344,072,1997,6,2,Yes
Coldwell Banker LIFESTYLES - Grantham,11 Trillium Lane,Grantham,Single Family,NH-Sullivan,3,4,3037,140, 510000, 579000,624900,11577,296,1980,10,2,Yes
"CG Shepherd Realty, LLC",36 Maggie's Lane off Learning Drive,Grantham,Single Family,NH-Sullivan,2,2,2272,83, 155000, 169999,179000,4563,21,1987,9,2,Yes
"CG Shepherd Realty, LLC",113 Greensward Drive,Grantham,Single Family,NH-Sullivan,2,3,2428,78, 290000, 299000,329000,6648,059,1996,8,2,Yes
Coldwell Banker LIFESTYLES - Grantham,8 Whip-Poor-Will Walk,Grantham,Single Family,NH-Sullivan,3,2,1393,108, 128000, 138900,158000,3579,042,1979,7,0,Yes
Coldwell Banker LIFESTYLES - Grantham,33 Granite Way,Grantham,Single Family,NH-Sullivan,4,4,2515,214, 490000, 499900,549000,10393,155,1985,9,2,No
Coldwell Banker LIFESTYLES - Grantham,94 Longwood Drive,Grantham,Single Family,NH-Sullivan,2,2,1364,27, 155000, 159900,159900,4656,078,1981,7,0,Yes
Century 21 Highview Realty,73 Draper Mill,Grantham,Single Family,NH-Sullivan,3,2,1932,188, 42500, 74900,105000,4033,121,1985,7,0,Yes
Coldwell Banker LIFESTYLES - Grantham,13 Anderson Pond Rd,Grantham,Single Family,NH-Sullivan,3,3,2651,76, 320000, 379000,379000,6723,089,1992,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,4 Beaver Fells Glen,Grantham,Single Family,NH-Sullivan,3,3,2801,173, 282000, 304900,304900,6086,266,1979,8,2,Yes
Coldwell Banker LIFESTYLES - Grantham,10 Whip-Poor-Will Walk,Grantham,Single Family,NH-Sullivan,3,2,1652,333, 217000, 219000,249000,4715,046,1990,8,2,Yes
"CG Shepherd Realty, LLC",7 Troon Drive,Grantham,Single Family,NH-Sullivan,2,3,1892,250, 252500, 264999,295000,6279,078,2007,6,1,No
"CG Shepherd Realty, LLC",6 BUTTERNUT ROAD,Grantham,Single Family,NH-Sullivan,3,2,1507,355, 145000, 199000,259000,4067,06,1988,7,0,Yes
"CG Shepherd Realty, LLC",42 Barn Owl Overlook,Grantham,Condo,NH-Sullivan,3,3,2010,669, 200000, 229000,269000,6360,0,1989,8,0,No
"CG Shepherd Realty, LLC",114 GREENSWARD DRIVE,Grantham,Single Family,NH-Sullivan,3,3,3360,67, 440000, 499000,499000,8152,0,1995,12,2,Yes
"CG Shepherd Realty, LLC",432 Road Round Lake,Grantham,Single Family,NH-Sullivan,3,2,2457,1351, 300000, 329000,399999,10548,107,1989,7,0,Yes
Coldwell Banker LIFESTYLES - Grantham,56 Troon Drive,Grantham,Single Family,NH-Sullivan,3,3,2359,358, 185000, 204900,238900,4748,059,1979,8,0,Yes
"CG Shepherd Realty, LLC",30 SLALOM DRIVE,Grantham,Single Family,NH-Sullivan,4,3,2016,346, 227500, 234999,249000,5981,042,2002,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,635 Marmot Ln,Grantham,Condo,NH-Sullivan,5,4,2196,572, 120000, 149000,225000,4683,0,1983,9,0,Yes
"CG Shepherd Realty, LLC",32 NEW ALDRICH ROAD,Grantham,Single Family,NH-Sullivan,3,4,3497,763, 339000, 369999,369999,9123,511,1989,11,3,Yes
LindeMac Real Estate,10 Allen's Drive,Grantham,Single Family,NH-Sullivan,4,3,3294,7, 399000, 399000,399000,8169,191,1974,12,2,Yes
Century 21 Energy Shield Realty/Lebanon,8 Old Spring Drive,Grantham,Single Family,NH-Sullivan,3,3,1898,145, 130000, 139900,184900,5377,163,1980,11,2,Yes
Century 21 Highview Realty,154 Meadowbrook,Grantham,Single Family,NH-Sullivan,3,4,2475,6, 180000, 189900,189900,5448,433,1991,8,2,Yes
Coldwell Banker LIFESTYLES,2 Mill Pond Lane,Grantham,Single Family,NH-Sullivan,3,2,1640,153, 215000, 219000,254900,4972,099,1990,7,2,No
Coldwell Banker LIFESTYLES - Grantham,10 Water View,Grantham,Condo,NH-Sullivan,4,4,2592,91, 250000, 299000,299000,6216,0,1983,9,0,Yes
Century 21 Energy Shield Realty/Lebanon,9 Mill Pond Lane,Grantham,Single Family,NH-Sullivan,3,3,1828,77, 180000, 179900,219900,4844,061,2000,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,14 Pioneer Point,Grantham,Condo,NH-Sullivan,3,3,2489,197, 302000, 349900,409000,6781,0,1986,9,0,Yes
Coldwell Banker LIFESTYLES - Grantham,53 Greensward,Grantham,Single Family,NH-Sullivan,3,2,1456,166, 187500, 209000,221900,4827,061,1982,6,2,No
"CG Shepherd Realty, LLC",11 Butternut Road,Grantham,Single Family,NH-Sullivan,3,5,3794,543, 280000, 399000,449000,10133,064,1991,9,2,Yes
Coldwell Banker Homes Unlimited,13 Moos Run,Grantham,Single Family,NH-Sullivan,3,3,2658,40, 178000, 214900,214900,5495,077,1991,10,1,Yes
Coldwell Banker LIFESTYLES - Sunapee,178 New Aldrich Road,Grantham,Single Family,NH-Sullivan,3,3,2324,75, 295000, 299000,319000,6342,509,2003,8,2,Yes
Four Seasons Sotheby's Int'l Realty,87 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,2,1807,77, 215000, 225000,249900,5764,065,1980,8,2,Yes
Coldwell Banker LIFESTYLES - Grantham,11 LOON DRIVE,Grantham,Single Family,NH-Sullivan,3,2,1544,302, 265000, 280000,280000,5614,08,1975,6,0,No
Coldwell Banker LIFESTYLES - Grantham,33 Niblick Lane,Grantham,Condo,NH-Sullivan,3,3,2207,94, 221900, 224900,224900,4393,0,1987,7,0,Yes
Cushing Real Estate,1016 Dunbar Hill Rd,Grantham,Single Family,NH-Sullivan,6,4,3835,257, 360000, 379000,419000,7625,434,1999,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,6 Pinehurst,Grantham,Single Family,NH-Sullivan,3,3,2720,215, 239000, 274900,319900,8090,103,1987,8,2,Yes
Four Seasons Sotheby`s Int`l Realty/NL,96 Woodland Heights,Grantham,Single Family,NH-Sullivan,3,2,1344,213, 222000, 224900,234900,4524,139,2005,7,2,Yes
Coldwell Banker LIFESTYLES - Grantham,4 Buck Common,Grantham,Single Family,NH-Sullivan,2,2,864,387, 152500, 157500,162500,3698,248,1974,6,2,No
"CG Shepherd Realty, LLC",60 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,3,1760,188, 159000, 168900,179000,4050,057,1991,6,2,No
Coldwell Banker LIFESTYLES - Grantham,24 Draper Mill,Grantham,Single Family,NH-Sullivan,3,1,1408,339, 120000, 120900,145900,3336,063,1978,6,0,No
Coldwell Banker LIFESTYLES - Grantham,630 Otter Rd,Grantham,Condo,NH-Sullivan,3,3,1469,292, 145000, 179000,209000,4917,0,1983,7,0,Yes
Coldwell Banker LIFESTYLES - Grantham,43 Deer Run,Grantham,Single Family,NH-Sullivan,3,2,2237,13, 239900, 249000,249000,5556,183,1987,6,2,Yes
Coldwell Banker LIFESTYLES - Grantham,7 Walton Heath Drive,Grantham,Single Family,NH-Sullivan,4,4,2943,67, 360000, 379000,399000,7807,058,1986,10,2,Yes
"CG Shepherd Realty, LLC",685 New Aldrich Road,Grantham,Single Family,NH-Sullivan,3,4,2541,54, 373185, 394685,394685,7483,514,2002,12,4,Yes
Four Seasons Sotheby's Int'l Realty,95 Greensward Drive,Grantham,Single Family,NH-Sullivan,3,5,3974,86, 625000, 689000,689000,13492,081,1996,9,2,Yes
Century 21 Highview Realty,50 Butternut,Grantham,Single Family,NH-Sullivan,3,2,2932,219, 152250, 209900,294900,6555,165,2001,7,2,Yes
LindeMac Real Estate,274 New Aldrich Road,Grantham,Single Family,NH-Sullivan,3,5,4457,93, 470000, 490000,490000,9912,56,1989,13,2,Yes
"CG Shepherd Realty, LLC",524 Route 114,Grantham,Single Family,NH-Sullivan,2,1,784,431, 69000, 78524,98900,2332,26,2001,5,0,No
Century 21 Energy Shield Realty/Lebanon,244 Walker Road,Grantham,Single Family,NH-Sullivan,3,4,4488,1, 207000, 264900,264900,10483,886,1987,11,7,Yes
Coldwell Banker LIFESTYLES - Grantham,5 Auburn Brae,Grantham,Single Family,NH-Sullivan,3,2,1516,110, 242000, 259000,259000,5494,078,1976,7,2,No
Coldwell Banker LIFESTYLES - Grantham,838 Cove Drive,Grantham,Condo,NH-Sullivan,3,3,1957,601, 160000, 199000,199000,5029,0,1987,8,0,Yes
"CG Shepherd Realty, LLC",464 Burpee Hill Road,Grantham,Single Family,NH-Sullivan,3,3,2292,175, 335000, 327500,362000,6753,292,2009,9,2,Yes
"CG Shepherd Realty, LLC",208 Tall TImbers,Grantham,Single Family,NH-Sullivan,0,0,400,387, 12500, 29000,29000,1000,018,1970,1,0,No
RE/MAX Upper Valley,134 Woodland Heights,Grantham,Single Family,NH-Sullivan,3,2,1756,154, 181000, 175000,249000,4071,166,2005,7,0,Yes
Coldwell Banker LIFESTYLES - Grantham,59 Silo Lane,Grantham,Single Family,NH-Sullivan,3,3,2565,143, 268000, 298980,347000,6581,822,1989,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,25 WALTON HEATH DRIVE,Grantham,Single Family,NH-Sullivan,4,3,2965,263, 400000, 439000,459000,8591,137,1978,9,2,No
Coldwell Banker LIFESTYLES - Grantham,45 Wintercroft Circle,Grantham,Condo,NH-Sullivan,2,3,1838,24, 152000, 179000,199999,3067,0,1992,7,1,Yes
Coldwell Banker LIFESTYLES - Grantham,617 OTTER ROAD,Grantham,Condo,NH-Sullivan,3,3,1921,97, 210000, 224900,234900,4613,0,1987,7,0,Yes
RE/MAX Upper Valley/Hanover,1 Mill Pond,Grantham,Single Family,NH-Sullivan,3,3,2405,0, 225000, 299000,299000,6238,059,1998,9,2,
"CG Shepherd Realty, LLC",4 Butternut Road,Grantham,Single Family,NH-Sullivan,3,3,1928,111, 189999, 189999,189999,4789,062,1989,9,1,Yes
"CG Shepherd Realty, LLC",81 GREENSWARD DRIVE,Grantham,Single Family,NH-Sullivan,3,4,3571,354, 410000, 439000,469000,11757,065,1999,10,2,Yes
"CG Shepherd Realty, LLC",629 OTTER ROAD,Grantham,Condo,NH-Sullivan,3,3,1625,178, 139500, 189000,199000,4991,0,1982,10,2,Yes
"CG Shepherd Realty, LLC",239 Stocker Pond Road,Grantham,Single Family,NH-Sullivan,3,2,1678,191, 230000, 229000,229000,3856,064,1973,5,0,Yes
"CG Shepherd Realty, LLC",88 Stocker Pond Road,Grantham,Single Family,NH-Sullivan,3,1,2093,253, 67000, 99000,125000,3875,216,1980,6,2,Yes
Coldwell Banker LIFESTYLES - Grantham,1 Turnbuckle,Grantham,Single Family,NH-Sullivan,3,2,2191,15, 231500, 229000,229000,4267,13,1973,7,0,Yes
Cushing Real Estate,51 High Pond Road,Grantham,Single Family,NH-Sullivan,3,2,1274,95, 104000, 115000,125000,4021,395,1979,7,0,Yes
"CG Shepherd Realty, LLC",495 Olde Farms Road,Grantham,Single Family,NH-Sullivan,4,3,2296,307, 345500, 370000,399495,6723,872,2008,8,2,Yes
Coldwell Banker LIFESTYLES - Grantham,11 Allens,Grantham,Single Family,NH-Sullivan,3,2,1325,177, 140000, 150000,199000,4336,241,1974,7,2,No
"CG Shepherd Realty, LLC",46 Tall Timber Drive,Grantham,Single Family,NH-Sullivan,2,0,480,86, 48000, 59000,59000,957,082,1986,5,0,No
"CG Shepherd Realty, LLC",60 College Overlook,Grantham,Condo,NH-Sullivan,3,3,1898,898, 118000, 129000,179000,4668,0,1981,8,0,Yes
RE/MAX Upper Valley,351 Miller Pond Road,Grantham,Single Family,NH-Sullivan,3,2,1580,161, 173000, 174000,229000,3955,51,1997,7,1,Yes
"CG Shepherd Realty, LLC",69 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,2,2052,22, 199000, 219000,219000,5082,057,1975,8,1,No
Coldwell Banker LIFESTYLES - Grantham,19 Niblick Lane,Grantham,Condo,NH-Sullivan,3,3,2305,397, 160000, 199890,239900,5299,0,1987,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,27 Troon Drive,Grantham,Single Family,NH-Sullivan,3,4,3403,346, 475000, 499000,524800,8970,074,2003,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,68 Pintail Knob,Grantham,Condo,NH-Sullivan,2,2,1238,66, 125000, 135900,135900,3564,0,1979,6,0,No
RH Thackston & Company,7 Shore Road,Grantham,Single Family,NH-Sullivan,3,4,2401,120, 151000, 177900,201000,7187,163,2000,10,2,Yes
Century 21 Highview Realty,23 Allens Drive,Grantham,Single Family,NH-Sullivan,3,2,1306,118, 119500, 119900,149900,3809,096,1973,7,0,No
Coldwell Banker LIFESTYLES - Grantham,34 Bay Tree Lane,Grantham,Condo,NH-Sullivan,3,2,1521,358, 165000, 189000,224900,4824,0,1981,7,0,No
Coldwell Banker LIFESTYLES - Grantham,244 Walker Rd,Grantham,Single Family,NH-Sullivan,3,4,4488,25, 380000, 399900,399900,10538,886,1987,11,7,Yes
"CG Shepherd Realty, LLC",52 Fairway Drive,Grantham,Single Family,NH-Sullivan,3,3,2138,51, 76500, 144900,149999,4206,066,1977,8,0,No
Coldwell Banker LIFESTYLES - Grantham,7 Loon Drive,Grantham,Single Family,NH-Sullivan,3,4,2700,215, 560000, 599900,669000,12123,074,1991,10,2,Yes
RE/MAX Upper Valley/Hanover,00 Rawson Ridge,Grantham,Single Family,NH-Sullivan,3,3,1680,8, 299000, 299000,299000, -   ,696,2012,6,2,Yes
Century 21 Energy Shield Realty/Lebanon,356 Dunbar Hill Road,Grantham,Single Family,NH-Sullivan,3,3,2218,169, 295000, 300000,339900,5537,195,1983,9,2,Yes
"CG Shepherd Realty, LLC",21 Hummingbird Hill,Grantham,Single Family,NH-Sullivan,5,3,2400,138, 325000, 325000,325000,6195,068,1989,8,2,Yes
Coldwell Banker LIFESTYLES - Grantham,33 Longwood Dr,Grantham,Single Family,NH-Sullivan,3,2,2028,15, 222000, 229900,229900,6059,112,1980,9,2,Yes
