Listing Office - Office Name;Address;City;Property Type;PropDummy;County;Bedrooms - Total;Baths - Total;SqFtTotFn;DOM;Price - Closed;Price - List; Price - Original ; Tax - Gross Amount ;Lot - Acres;Year Built;Rooms - Total;Garage Capacity;Basement
Coldwell Banker LIFESTYLES - Hanover;4 Cutting's Corner;Hanover;Single Family;0;NH-Grafton;3;3;3.280;0;$649.000;$649.000;649.000;10.844;0,55;1997;8;2;
Four Seasons Sotheby's Int'l Realty;8 Courtyard;Hanover;Condo;1;NH-Grafton;2;2;1.478;33;$245.000;$249.750;249.750;3.702;0;1985;6;1;No
Four Seasons Sotheby's Int'l Realty;40 Rip Road;Hanover;Single Family;0;NH-Grafton;4;3;1.924;2;$590.000;$599.000;599.000;10.763;0,86;1965;8;2;Yes
Coldwell Banker Redpath and Company;258 Dogford;Hanover;Single Family;0;NH-Grafton;4;3;2.557;8;$417.000;$424.000;424.000;6.947;3,9;1967;9;2;Yes
Four Seasons Sotheby's Int'l Realty;92 South Main Street;Hanover;Single Family;0;NH-Grafton;3;4;3.304;170;$845.000;$895.000;995.000;11.242;0,7;1988;8;1;Yes
Coldwell Banker Redpath and Company;6 Laurel St.;Hanover;Single Family;0;NH-Grafton;3;3;1.972;90;$425.000;$459.000;459.000;8.542;2,37;1988;8;2;Yes
Coldwell Banker LIFESTYLES - Hanover;383 Dogford Road;Hanover;Single Family;0;NH-Grafton;4;4;3.423;0;$825.000;$849.000;849.000;13.639;2,86;2006;8;2;
Comp Agent;10 Mulherrin Farm Road;Hanover;Single Family;0;NH-Grafton;4;4;5.142;0;$1.149.000;$1.149.000;1.149.000;19.778;3,07;1988;12;2;Yes
Coldwell Banker Redpath and Company;7 Gile Dr.;Hanover;Condo;1;NH-Grafton;2;2;1.232;16;$269.000;$279.000;279.000;4.670;0;2008;6;1;No
Big Green Real Estate;1 Dunster Drive;Hanover;Single Family;0;NH-Grafton;3;2;1.640;13;$460.000;$475.000;475.000;6.900;0,32;1962;8;1;Yes
Coldwell Banker Redpath and Company;25 Haskins Rd;Hanover;Single Family;0;NH-Grafton;4;3;2.360;13;$450.000;$477.000;477.000;7.568;0,78;1975;10;2;No
Coldwell Banker Redpath and Company;382 DOGFORD RD;Hanover;Single Family;0;NH-Grafton;3;2;1.645;157;$410.000;$399.000;415.000;6.700;7,5;1970;7;2;Yes
Greens at Hanover RE Brokerage Co., LLC;unit 24, 53 Lyme Road Road;Hanover;Condo;1;NH-Grafton;1;1;591;504;$99.000;$99.000;184.000;4.266;1;1984;3;0;No
Four Seasons Sotheby's Int'l Realty;22 The Courtyard;Hanover;Condo;1;NH-Grafton;3;2;1.505;48;$325.000;$329.000;329.000;5.247;0;1985;6;1;No
Four Seasons Sotheby's Int'l Realty;123 Brook Hollow;Hanover;Condo;1;NH-Grafton;3;2;1.664;19;$310.000;$315.000;315.000;5.316;5;1975;6;0;No
Four Seasons Sotheby's Int'l Realty;10 Aurora Way;Hanover;Single Family;0;NH-Grafton;3;3;3.032;19;$780.000;$789.000;789.000;11.806;0,16;2005;7;2;No
RE/MAX Upper Valley;204 Brook Hollow;Hanover;Condo;1;NH-Grafton;3;2;1.456;301;$289.000;$299.000;299.000;4.551;5;1974;6;0;No
Martha E. Diebold/Hanover;7 Gile Hill Drive;Hanover;Condo;1;NH-Grafton;2;2;1.364;6;$360.000;$369.000;369.000;5.868;0;2008;7;1;No
Big Green Real Estate;12 Dunster Drive;Hanover;Single Family;0;NH-Grafton;4;2;1.568;184;$405.000;$435.000;495.000;7.484;1;1963;7;1;Yes
Coldwell Banker LIFESTYLES - Hanover;361 Hanover Center Road;Hanover;Single Family;0;NH-Grafton;3;2;1.564;0;$285.000;$285.000;285.000;5.326;1,06;1970;7;2;Yes
Coldwell Banker Redpath and Company;1 Juniper Lane;Hanover;Single Family;0;NH-Grafton;3;3;2.324;9;$449.000;$449.000;449.000;9.856;2,2;1970;8;2;Yes
Four Seasons Sotheby's Int'l Realty;3 The Courtyard;Hanover;Condo;1;NH-Grafton;3;3;1.843;3;$345.000;$349.000;349.000;5.356;0;1984;6;1;No
Coldwell Banker Redpath and Company;28 1/2 Rip Rd Road;Hanover;Single Family;0;NH-Grafton;4;4;4.088;175;$1.150.000;$1.139.000;1.139.000;15.918;0,69;1989;11;2;Yes
Keller Williams Realty-Metropolitan;1 Gates Road;Hanover;Single Family;0;NH-Grafton;3;3;1.380;246;$345.000;$375.000;397.000;8.188;8,1;1965;6;2;Yes
RE/MAX Upper Valley;2 Berrill Farm Lane;Hanover;Condo;1;NH-Grafton;4;3;2.520;142;$290.000;$319.000;329.900;6.140;2,39;1982;7;1;Yes
Coldwell Banker LIFESTYLES - Hanover;51 Stevens Road;Hanover;Single Family;0;NH-Grafton;4;4;3.232;0;$960.000;$960.000;960.000;15.968;5,7;1992;8;2;
Roger Clarkson Realtor;9 85 S. Main St.;Hanover;Condo;1;NH-Grafton;1;1;900;98;$295.000;$299.000;315.000;4.491;0;1998;4;1;Yes
Moseley Associates;114 Brookhollow;Hanover;Condo;1;NH-Grafton;3;2;1.456;225;$258.000;$269.000;289.000;4.392;0;1974;6;0;No
Coldwell Banker Redpath and Company;15 Berrill Farms;Hanover;Condo;1;NH-Grafton;4;4;2.738;171;$515.000;$530.000;610.000;9.620;124;1990;10;2;Yes
KCC Properties Realty, Inc.;20 College Hill;Hanover;Condo;1;NH-Grafton;2;3;1.637;197;$256.000;$267.000;267.000;4.595;0;1985;6;1;Yes
Coldwell Banker LIFESTYLES - Hanover;28 Low Road;Hanover;Single Family;0;NH-Grafton;3;3;3.368;0;$675.000;$675.000;675.000;11.830;1;1979;8;2;
Coldwell Banker LIFESTYLES - Hanover;4 Butternut Lane;Hanover;Single Family;0;NH-Grafton;5;3;2.855;0;$659.000;$659.000;659.000;5.789;0,81;1962;10;2;
Martha E. Diebold/Hanover;8 Stonehurst Common;Hanover;Condo;1;NH-Grafton;3;3;2.339;37;$599.000;$599.000;599.000; -   ;0;2015;7;2;No
Martha E. Diebold/Hanover;30 Rennie Road;Hanover;Single Family;0;NH-Grafton;3;4;3.715;31;$705.000;$729.000;729.000;11.812;9,1;1995;9;2;Yes
Martha E. Diebold/Hanover;85 South Main #7;Hanover;Condo;1;NH-Grafton;1;2;900;19;$308.000;$310.000;310.000;4.710;1,53;1998;4;1;No
Martha E. Diebold/Hanover;110 Brook Hollow;Hanover;Condo;1;NH-Grafton;3;2;1.456;22;$250.000;$255.000;255.000;4.760;0;1974;6;0;No
Martha E. Diebold/Hanover;4 Bacchus Circle;Hanover;Single Family;0;NH-Grafton;3;3;3.000;13;$730.000;$729.000;729.000;11.947;0,17;2003;8;2;No
Four Seasons Sotheby's Int'l Realty;169 Lyme Road;Hanover;Single Family;0;NH-Grafton;2;1;1.301;191;$310.000;$350.000;384.000;5.094;4,5;1978;6;2;Yes
Four Seasons Sotheby's Int'l Realty;5 Willow Spring Circle;Hanover;Condo;1;NH-Grafton;2;2;1.550;211;$355.000;$360.000;399.000;6.855;0;1971;5;1;Yes
Martha E. Diebold/Hanover;1 Dairy Lane;Hanover;Single Family;0;NH-Grafton;3;2;1.296;104;$340.000;$349.000;359.000;6.280;3;1988;5;2;Yes
Coldwell Banker Redpath and Company;67 GREENSBORO ROAD;Hanover;Single Family;0;NH-Grafton;3;4;2.925;35;$587.500;$599.000;625.000;11.012;0,68;1998;7;2;Yes
Four Seasons Sotheby's Int'l Realty;4 Read Road;Hanover;Single Family;0;NH-Grafton;5;5;5.460;27;$1.212.500;$1.250.000;1.250.000;18.435;0,29;1960;11;2;Yes
Coldwell Banker Redpath and Company;115 Brook Hollow;Hanover;Condo;1;NH-Grafton;3;2;1.664;3;$315.000;$315.000;315.000;5.462;0;1974;6;0;Yes
Coldwell Banker Redpath and Company;123 Trescott Road;Hanover;Single Family;0;NH-Grafton;3;3;2.928;15;$565.000;$579.000;579.000;10.223;4,73;1975;10;2;Yes
RE/MAX Group One Realtors;120 BLUEBERRY HILL DRIVE;Hanover;Single Family;0;NH-Grafton;4;3;2.292;155;$360.000;$379.000;3.990.000;7.236;2,15;1974;11;2;Yes
Four Seasons Sotheby's Int'l Realty;34 Rayton Road;Hanover;Single Family;0;NH-Grafton;4;5;4.102;73;$950.000;$939.500;979.000;17.086;0,77;1964;12;2;No
Coldwell Banker Redpath and Company;130 Brook Hollow;Hanover;Condo;1;NH-Grafton;3;2;1.456;120;$285.000;$309.000;315.000;5.294;0;1974;5;0;No
Martha E. Diebold/Hanover;196 Lyme Road;Hanover;Single Family;0;NH-Grafton;3;2;2.242;3;$475.000;$479.000;479.000;8.156;2,3;1994;8;2;Yes
Roger Clarkson Realtor;120 Lyme Rd;Hanover;Single Family;0;NH-Grafton;4;3;3.416;87;$765.000;$795.000;850.000;13.134;5,7;1991;11;4;Yes
Snyder Donegan Real Estate Group;1 Purling Brooks Drive;Hanover;Single Family;0;NH-Grafton;4;4;3.495;107;$795.000;$795.000;799.000;14.771;1,99;2007;11;2;Yes
Coldwell Banker Redpath and Company;3 Claflin Circle;Hanover;Single Family;0;NH-Grafton;3;2;1.588;4;$425.000;$425.000;425.000;7.536;0,9;1961;6;1;Yes
Coldwell Banker Redpath and Company;12 Goodfellow Road;Hanover;Single Family;0;NH-Grafton;3;2;1.782;100;$371.000;$389.000;399.000;6.144;1,01;1969;7;0;Yes
Coldwell Banker LIFESTYLES - Hanover;13 Goodfellow Rd.;Hanover;Single Family;0;NH-Grafton;4;2;2.756;201;$395.000;$389.000;465.000;8.410;1,23;1976;9;2;Yes
Coldwell Banker Redpath and Company;3 Grant Rd;Hanover;Single Family;0;NH-Grafton;5;3;2.764;46;$386.500;$400.000;400.000;7.280;4,94;1973;9;1;Yes
Coldwell Banker Redpath and Company;5 Elm Rd;Hanover;Single Family;0;NH-Grafton;3;2;1.840;13;$582.000;$589.000;589.000;8.149;12;1968;7;2;Yes
Coldwell Banker LIFESTYLES - Hanover;14 Dunster Drive;Hanover;Single Family;0;NH-Grafton;4;4;2.690;0;$605.000;$629.000;629.000;11.663;1,2;1985;8;2;Yes
Coldwell Banker Redpath and Company;46 River Rd;Hanover;Single Family;0;NH-Grafton;3;3;2.278;15;$410.000;$410.000;410.000;7.322;2;1973;8;2;Yes
Martha E. Diebold/Hanover;11 Granite Lane;Hanover;Condo;1;NH-Grafton;3;3;1.790;17;$360.000;$379.000;379.000;5.761;0;2009;7;1;Yes
Coldwell Banker Redpath and Company;21C SCHOOL ST;Hanover;Condo;1;NH-Grafton;1;1;700;3;$195.000;$195.000;195.000;2.374;0;1987;3;0;Yes
Four Seasons Sotheby's Int'l Realty;125 Brook Hollow;Hanover;Condo;1;NH-Grafton;3;2;1.664;23;$300.000;$308.000;308.000;5.151;5;1974;6;0;Yes
www.EntryOnly.com;134 Three Mile Road;Hanover;Single Family;0;NH-Grafton;3;2;2.354;5;$483.000;$485.000;485.000;7.265;13,5;1988;10;0;Yes
Coldwell Banker Redpath and Company;22 RENNIE ROAD;Hanover;Single Family;0;NH-Grafton;3;3;2.126;13;$429.000;$429.000;429.000;8.084;1,99;1989;8;2;Yes
Four Seasons Sotheby's Int'l Realty;191 Three Mile Road;Hanover;Single Family;0;NH-Grafton;4;4;3.988;73;$925.000;$995.000;995.000;15.648;13;1983;9;2;Yes
Coldwell Banker Redpath and Company;8 Granger Circle;Hanover;Single Family;0;NH-Grafton;4;4;2.491;4;$854.000;$849.000;849.000;13.538;0,75;1998;11;2;Yes
Coldwell Banker Redpath and Company;1 Martin Lane;Hanover;Single Family;0;NH-Grafton;4;2;1.780;9;$410.000;$419.000;419.000;6.766;0,4;1981;10;2;No
Coldwell Banker Redpath and Company;5 Willow Spring Lane;Hanover;Single Family;0;NH-Grafton;5;4;3.875;5;$749.000;$729.000;729.000;14.766;1,9;1966;10;2;Yes
Four Seasons Sotheby's Int'l Realty;9 Haskins Road;Hanover;Single Family;0;NH-Grafton;3;4;3.108;18;$587.500;$599.000;639.000;9.841;0,69;1974;11;1;Yes
Martha E. Diebold/Hanover;40 Berrill Farms;Hanover;Condo;1;NH-Grafton;3;3;2.704;4;$619.000;$619.000;619.000;9.475;0;1993;8;2;Yes
Coldwell Banker Redpath and Company;341 Dogford Rd;Hanover;Single Family;0;NH-Grafton;4;3;3.640;26;$494.004;$499.000;499.000;8.054;3,82;1966;11;2;No
Martha E. Diebold/Hanover;19 Granite Lane;Hanover;Condo;1;NH-Grafton;3;3;1.790;5;$366.000;$379.000;379.000;5.761;0;2009;7;1;Yes
Martha E. Diebold/Hanover;72 Greensboro Road;Hanover;Single Family;0;NH-Grafton;4;2;2.312;20;$341.550;$355.000;355.000;6.987;0,44;1965;8;1;Yes
Coldwell Banker Redpath and Company;19 Dresden Rd.;Hanover;Single Family;0;NH-Grafton;4;3;2.024;8;$401.000;$369.000;369.000;6.790;0,26;1962;8;1;Yes
Coldwell Banker Redpath and Company;1 Aspen Street;Hanover;Single Family;0;NH-Grafton;3;3;2.016;69;$470.000;$495.000;495.000;8.802;2;1989;8;2;Yes
Four Seasons Sotheby's Int'l Realty;7 Granger Circle;Hanover;Single Family;0;NH-Grafton;3;3;1.842;83;$398.000;$425.000;465.000;7.262;0,29;1968;7;2;No
Four Seasons Sotheby's Int'l Realty;10 Orchard Hill;Hanover;Single Family;0;NH-Grafton;5;4;2.988;33;$675.000;$699.000;710.000;12.516;5,25;1994;10;2;Yes
RE/MAX Upper Valley;38 Goose Pond Road;Hanover;Single Family;0;NH-Grafton;0;0;660;12;$62.000;$69.900;69.900;2.015;0;2008;4;0;Yes
Four Seasons Sotheby's Int'l Realty;211 Brook Hollow;Hanover;Condo;1;NH-Grafton;3;2;1.664;140;$245.000;$245.000;259.000;4.708;5;1974;6;0;Yes
BHG Masiello Group/Quechee;26 Rennie Road;Hanover;Single Family;0;NH-Grafton;3;3;2.380;204;$310.000;$387.000;414.000;7.833;3,67;1980;8;2;Yes
Coldwell Banker Redpath and Company;51 Berrill Farms;Hanover;Condo;1;NH-Grafton;4;4;3.676;5;$620.000;$619.000;619.000;10.770;0;1989;10;2;Yes
Coldwell Banker Redpath and Company;00 Pine Dr;Hanover;Single Family;0;NH-Grafton;4;3;2.478;9;$980.000;$995.000;995.000;11.686;1,59;1970;8;2;Yes
Coldwell Banker Redpath and Company;110 Blueberry Hill Drive;Hanover;Single Family;0;NH-Grafton;3;3;1.776;46;$468.000;$472.500;477.750;9.006;2;1968;8;2;Yes
Coldwell Banker LIFESTYLES - Hanover;388 Dogford Rd;Hanover;Single Family;0;NH-Grafton;3;3;2.251;57;$499.000;$499.000;545.000;10.710;14,3;1970;10;2;Yes
Coldwell Banker Redpath and Company;1 College Hill;Hanover;Condo;1;NH-Grafton;3;3;1.893;37;$310.000;$314.000;319.000;5.166;0;1985;9;1;Yes
Moseley Associates;116 Brookhollow;Hanover;Condo;1;NH-Grafton;3;2;1.456;119;$260.000;$265.000;265.000;4.392;0;1974;6;0;No
Four Seasons Sotheby's Int'l Realty;15 Gile Drive;Hanover;Condo;1;NH-Grafton;2;2;1.386;6;$350.000;$365.000;365.000;6.365;0;2013;6;1;No
Four Seasons Sotheby's Int'l Realty;100 Greensboro Road;Hanover;Single Family;0;NH-Grafton;2;2;1.921;87;$370.500;$398.000;417.000;7.682;3,36;1980;7;2;Yes
Four Seasons Sotheby's Int'l Realty;11 Mulherrin Farm Road;Hanover;Single Family;0;NH-Grafton;3;4;2.162;134;$568.700;$568.700;568.700;8.996;3,19;1992;6;2;Yes
Coldwell Banker LIFESTYLES - Hanover;5 Bacchus Circle;Hanover;Single Family;0;NH-Grafton;3;3;2.340;0;$627.000;$649.000;649.000;4.981;0,19;2003;7;2;No
RE/MAX Upper Valley;3 College;Hanover;Condo;1;NH-Grafton;2;2;1.613;108;$229.000;$229.000;229.000;4.642;0;1985;7;1;Yes
Four Seasons Sotheby's Int'l Realty;1 Ledge Road;Hanover;Single Family;0;NH-Grafton;3;3;3.400;68;$605.000;$640.000;640.000;10.417;1,1;1960;8;2;No
Four Seasons Sotheby's Int'l Realty;15 Woodmore Drive;Hanover;Single Family;0;NH-Grafton;5;9;3.076;0;$890.000;$890.000;890.000;17.422;0,19;2009;9;2;
Snyder Donegan Real Estate Group;7 Low Road;Hanover;Single Family;0;NH-Grafton;3;2;1.785;30;$484.000;$499.000;515.000;6.999;0,95;1982;7;0;Yes
Martha E. Diebold/Hanover;303 Verona Avenue;Hanover;Condo;1;NH-Grafton;1;1;806;2;$195.000;$199.000;199.000;3.537;0;1974;4;0;No
Martha E. Diebold/Hanover;7 Haskins Road;Hanover;Single Family;0;NH-Grafton;4;3;1.996;2;$469.000;$469.000;469.000;8.890;0,53;1970;8;1;Yes
Coldwell Banker Homes Unlimited;181 Three Mile Rd.;Hanover;Single Family;0;NH-Grafton;2;3;2.463;42;$350.000;$359.900;359.900;11.868;6,1;1974;8;2;Yes
Coldwell Banker LIFESTYLES - Hanover;7 Dairy Lane;Hanover;Single Family;0;NH-Grafton;3;3;2.256;17;$439.000;$439.000;439.000;8.414;4,09;1988;7;2;Yes
Coldwell Banker LIFESTYLES - Hanover;38 College Hill;Hanover;Condo;1;NH-Grafton;3;4;2.158;18;$360.000;$365.000;365.000;7.402;0;1988;7;1;Yes
Martha E. Diebold/Hanover;78 King Rd.;Hanover;Single Family;0;NH-Grafton;3;4;2.600;155;$484.000;$498.200;498.200;10.006;5,25;1994;9;2;Yes
Coldwell Banker LIFESTYLES - Hanover;6 Ivy Pointe Way;Hanover;Single Family;0;NH-Grafton;3;4;3.916;102;$930.000;$995.000;1.100.000;16.161;0,25;1998;8;2;Yes
Greens at Hanover RE Brokerage Co., LLC;53 Lyme Road;Hanover;Condo;1;NH-Grafton;1;1;602;56;$80.000;$89.000;99.000;4.292;0;1984;3;0;No
Four Seasons Sotheby's Int'l Realty;3 Ledge Road;Hanover;Single Family;0;NH-Grafton;4;2;2.308;63;$520.000;$550.000;575.000;8.951;0,9;1964;8;;Yes
Four Seasons Sotheby's Int'l Realty;35 Forest Edge Drive;Hanover;Condo;1;NH-Grafton;3;4;2.102;92;$495.000;$499.000;499.000;7.217;0;2006;6;1;No
Four Seasons Sotheby's Int'l Realty;202 Dogford Road;Hanover;Single Family;0;NH-Grafton;4;3;3.387;18;$647.500;$695.000;695.000;10.248;36,1;1972;11;2;Yes
Coldwell Banker LIFESTYLES - Hanover;35 Ferson Road;Hanover;Single Family;0;NH-Grafton;2;3;2.406;11;$832.000;$865.000;865.000;17.620;26,2;2014;6;2;Yes
Coldwell Banker LIFESTYLES - Hanover;27 Rip Rd;Hanover;Single Family;0;NH-Grafton;3;4;3.764;0;$1.125.000;$1.125.000;1.125.000;;0,58;2013;8;2;Yes
LindeMac Real Estate;8 Carriage Lane;Hanover;Single Family;0;NH-Grafton;3;3;3.329;51;$772.500;$795.000;795.000;14.075;3;1988;10;2;Yes
Four Seasons Sotheby's Int'l Realty;7 Weatherby Road;Hanover;Single Family;0;NH-Grafton;4;5;3.710;5;$885.000;$895.000;895.000;19.360;0,57;1965;9;2;No
Greens at Hanover RE Brokerage Co., LLC;53 Lyme Road;Hanover;Condo;1;NH-Grafton;1;1;598;2;$138.000;$169.000;169.000;4.000;0;1984;3;;No
Patrick E. Flanagan Real Estate;3 Westboro Woods Lane;Lebanon;Condo;1;NH-Grafton;2;2;1.176;1766;$160.000;$169.000;215.000;4.000;7,79;2007;4;0;Yes
Four Seasons Sotheby's Int'l Realty;337 Mount Support Road;Lebanon;Condo;1;NH-Grafton;2;3;1.317;1086;$194.000;$189.000;242.000;1;4,82;2009;5;0;Yes
Four Seasons Sotheby`s Int`l Realty;337 Mount Support Road;Lebanon;Condo;1;NH-Grafton;2;3;1.317;1383;$208.123;$187.000;242.000;1;4,82;2009;5;0;Yes
Four Seasons Sotheby`s Int`l Realty;337 Mount Support Road;Lebanon;Condo;1;NH-Grafton;2;3;1.317;1495;$240.125;$228.100;242.000;1;4,82;2009;5;0;Yes
Four Seasons Sotheby`s Int`l Realty;337 Mount Support Road;Lebanon;Condo;1;NH-Grafton;2;3;1.317;1814;$248.000;$252.000;242.000;1;4,82;2009;5;0;Yes
Four Seasons Sotheby`s Int`l Realty;337 Mount Support Road;Lebanon;Condo;1;NH-Grafton;2;3;1.317;1057;$247.500;$246.000;246.000;1;4,82;2009;5;1;No
Four Seasons Sotheby`s Int`l Realty;337 Mount Support Road;Lebanon;Condo;1;NH-Grafton;2;3;1.317;878;$246.000;$246.000;246.000;1;4,82;2009;5;1;No
Four Seasons Sotheby's Int'l Realty;9 Farr Road;Lebanon;Single Family;0;NH-Grafton;3;2;1.488;571;$260.000;$269.000;289.000;6.700;1,1;2006;6;1;Yes
Ann Swanson Real Estate;250 Dartmouth College Hwy.;Lebanon;Single Family;0;NH-Grafton;3;1;1.302;389;$154.000;$165.000;194.000;4.267;1;1975;5;2;Yes
Coldwell Banker Redpath and Company;55 EAGLE RIDGE DRIVE;Lebanon;Single Family;0;NH-Grafton;3;4;4.402;518;$455.000;$485.000;750.000;7.917;6,83;1994;14;2;Yes
Coldwell Banker Redpath and Company;9 DORSET LANE;Lebanon;Single Family;0;NH-Grafton;4;4;4.036;311;$385.000;$389.000;499.000;11.497;2,3;1992;10;2;Yes
C.G. Shepherd Realty, LLC;63 Hardy Hill Road;Lebanon;Single Family;0;NH-Grafton;3;2;2.145;369;$345.000;$359.000;415.000;9.374;4;1997;7;2;Yes
Patrick E. Flanagan Real Estate;26 Pleasant Street;Lebanon;Condo;1;NH-Grafton;3;2;2.291;466;$136.500;$159.000;159.000;4.099;0;1976;6;1;Yes
Brady Sullivan Properties, LLC;56 Mountain View Drive;Lebanon;Single Family;0;NH-Grafton;3;2;1.248;215;$194.100;$196.200;191.200;4.502;70;2011;5;2;Yes
RE/MAX Group One Realtors;6 Bomhower Street;Lebanon;Single Family;0;NH-Grafton;4;2;1.680;293;$226.500;$229.000;269.000;6.349;0,45;1999;6;1;Yes
James K. Bouchard, Realtor;6 Bliss Street;Lebanon;Single Family;0;NH-Grafton;3;2;2.034;314;$135.000;$150.000;170.000;5.200;0,22;1979;7;0;Yes
RE/MAX Upper Valley;164 Trues Brook Rd;Lebanon;Single Family;0;NH-Grafton;3;2;1.308;368;$149.000;$149.000;289.000;4.658;1,79;1978;5;1;Yes
Patrick E. Flanagan Real Estate;54 Pleasant Street;Lebanon;Condo;1;NH-Grafton;3;2;1.268;305;$109.800;$125.000;144.900;4.240;0;1977;6;2;Yes
Moseley Associates;205 30 Wolf Road;Lebanon;Condo;1;NH-Grafton;1;1;650;334;$82.000;$85.000;90.000;2.193;0;1987;3;0;No
Coldwell Banker Homes Unlimited;75 Spencer Street;Lebanon;Single Family;0;NH-Grafton;3;1;1.344;42;$84.150;$84.150;84.150;3.668;2,16;1984;6;0;No
Patrick E. Flanagan Real Estate;8 Barnes Ave;Lebanon;Single Family;0;NH-Grafton;3;2;1.716;351;$162.000;$165.000;175.000;4.647;0,3;1969;5;1;Yes
Brady Sullivan Properties, LLC;51 Mountain View Drive;Lebanon;Single Family;0;NH-Grafton;3;3;1.872;225;$238.900;$237.900;234.900; -   ;70;2011;5;2;Yes
Brady Sullivan Properties, LLC;12 Cherry Circle;Lebanon;Single Family;0;NH-Grafton;4;3;2.080;402;$242.500;$250.400;247.400;6.166;70;2011;6;2;Yes
Brady Sullivan Properties, LLC;88 Mountain View Drive;Lebanon;Single Family;0;NH-Grafton;3;2;1.248;124;$197.700;$192.900;189.900; -   ;70;2011;5;2;Yes
Brady Sullivan Properties, LLC;87 Mountain View Drive;Lebanon;Single Family;0;NH-Grafton;3;3;1.872;152;$242.350;$246.700;243.700; -   ;70;2011;5;2;Yes
Coldwell Banker Redpath and Company;54 Renihan Meadows;Lebanon;Condo;1;NH-Grafton;2;3;1.152;105;$79.000;$85.000;85.000;2.246;0;1986;5;0;Yes
Coldwell Banker Redpath and Company;14 DEER RUN LANE;Lebanon;Single Family;0;NH-Grafton;3;2;2.292;157;$291.000;$323.900;349.000;6.600;2,1;1976;8;2;No
Coldwell Banker Redpath and Company;31 Pleasant St.;Lebanon;Condo;1;NH-Grafton;2;2;2.078;615;$158.000;$160.000;178.500;3.877;0;1977;7;1;Yes
Patrick E. Flanagan Real Estate;53 Nottingham;Lebanon;Single Family;0;NH-Grafton;4;3;1.950;77;$284.500;$289.000;289.000;7.158;0,56;1982;8;2;Yes
Century 21 Highview Realty;650 Dartmouth College Highway;Lebanon;Single Family;0;NH-Grafton;4;2;2.627;137;$150.000;$173.900;198.900;5.837;1,13;1975;7;0;Yes
Coldwell Banker Redpath and Company;241 MERIDEN ROAD;Lebanon;Single Family;0;NH-Grafton;3;2;2.115;167;$188.000;$192.000;192.000;5.372;0,48;1971;9;2;No
Coldwell Banker Redpath and Company;2 Deer Run Lane;Lebanon;Single Family;0;NH-Grafton;3;2;2.328;179;$265.000;$275.000;289.000;5.662;2,3;1976;8;1;Yes
RE/MAX Group One Realtors;3 Downes Avenue;Lebanon;Single Family;0;NH-Grafton;2;1;1.635;155;$235.000;$244.000;258.500;6.231;0,4;1991;6;2;No
LindeMac Real Estate;198 Old Pine Tree Cemetery Road;Lebanon;Single Family;0;NH-Grafton;4;3;2.520;37;$287.500;$319.000;319.000;8.250;3;1973;9;2;Yes
The Clerkin Agency, P.C.;14 Riverdale Parkway;Lebanon;Single Family;0;NH-Grafton;2;1;1.782;153;$184.000;$189.900;239.900;5.510;0,39;1968;7;0;Yes
Hillman Real Estate;85 Young Street;Lebanon;Single Family;0;NH-Grafton;2;2;1.300;35;$205.250;$215.000;215.000;5.958;0,13;1989;8;1;Yes
RE/MAX Upper Valley;54 Winter;Lebanon;Single Family;0;NH-Grafton;4;2;1.844;49;$170.000;$189.999;199.999;4.635;2,72;2000;8;0;Yes
Patrick E. Flanagan Real Estate;25 Cottage Circle;Lebanon;Single Family;0;NH-Grafton;4;3;2.760;78;$252.500;$258.000;265.000;6.190;0,56;1992;9;2;Yes
Moseley Associates;414 30 Wolf Road;Lebanon;Condo;1;NH-Grafton;1;1;650;95;$97.000;$105.900;105.900;2.477;0;1987;3;0;No
Four Seasons Sotheby's Int'l Realty;3 Timothy Street;Lebanon;Single Family;0;NH-Grafton;4;2;1.806;63;$255.000;$269.000;269.000;6.183;0,23;1975;7;2;Yes
LindeMac Real Estate;38 Apple Blossom Drive;Lebanon;Condo;1;NH-Grafton;3;4;3.385;42;$389.500;$399.000;439.000;10.369;0,27;2002;11;2;Yes
RE/MAX Upper Valley;100 RENIHAN MEADOWS;Lebanon;Condo;1;NH-Grafton;2;2;960;114;$75.000;$74.999;109.900;1.990;0;1985;5;0;Yes
RE/MAX Upper Valley;18 RENIHAN MEADOWS;Lebanon;Condo;1;NH-Grafton;2;2;816;260;$80.000;$80.000;95.000;1.990;0;1985;4;0;Yes
RE/MAX Upper Valley;365 N Main;Lebanon;Condo;1;NH-Grafton;4;4;2.721;366;$335.000;$350.000;399.000;8.458;38;2005;9;1;Yes
Four Seasons Sotheby's Int'l Realty;287 Mascoma Street Extension;Lebanon;Condo;1;NH-Grafton;2;2;1.015;91;$179.000;$179.000;179.000;4.043;0;2007;4;0;Yes
Coldwell Banker Redpath and Company;32 Dorset Ln;Lebanon;Single Family;0;NH-Grafton;3;3;3.755;31;$775.000;$795.000;795.000;18.238;2,6;1999;8;2;Yes
Moseley Associates;88 Renihan Meadows;Lebanon;Condo;1;NH-Grafton;2;2;816;69;$74.000;$76.900;79.900;2.339;0;1985;4;0;Yes
Coldwell Banker Redpath and Company;28 Apple Blossom Dr;Lebanon;Single Family;0;NH-Grafton;2;3;2.025;43;$300.000;$299.000;325.000;9.327;0;2002;7;2;No
